COUNTRY,COAL MINE
China,Ningxia Siguquan Coal Mine No. 2 Shaft
China,Ningxia Xinfa Coal Mine
China,Ningxia Weisan Coal Mine
China,Gansu Pingshanhu No. 1 Coal Mine
China,Gansu Jiulongchuan Coal Mine
China,Gansu Ningxi No. 1 Coal Mine
China,Gansu Ningxi No. 2 Coal Mine
China,Gansu Ningxi No. 3 Coal Mine
China,Gansu Dongshuiquan Coal Mine
China,Gansu Baiyanzi Coal Mine
China,Anhuai Zhangzhuang Coal Mine
China,Yunnan Feilongma Coal Mine
China,Yunnan Enhong Coal Mine No. 2 Shaft
China,Yunnan Baoda Coal Mine
China,Anhui Haizi Coal Mine Western Shaft
China,Guizhou Hexing Coal Mine
China,Guizhou Baogushan Coal Mine
China,Guizhou Hongguo Coal Mine
China,Guizhou Weng'an Coal Mine
China,Xinjiang Kanglong Coal Mine
China,Xinjiang Tianshun Coal Mine
China,Xinjiang Qinhua Coal Mine
China,Xinjiang Mingfangou Coal Mine No. 1 Shaft
China,Xinjiang Shunfa Coal Mine
China,Xinjiang Dongxingtai Coal Mine
China,Xinjiang Tiantai Coal Mine
China,Xinjiang Jingou Coal Mine
China,Shanxi Zhufeng Coal Mine
China,Shanxi Tuoxin Coal Mine
China,Shanxi Yumao Xinxing Coal Mine
China,Shanxi Dayu Coal Mine
China,Shanxi Wuxing Coal Mine
China,Shanxi Linrun Coal Mine
China,Shanxi Xinyi Zhifu Coal Mine
China,Shanxi Guanyao Yong'an Coal Mine
China,Shanxi Hongda Xueping Coal Mine
China,Shaanxi Huhao Heigou Coal Mine
China,Shaanxi Tianren Coal Mine
China,Shaanxi Xingelao Coal Mine
China,Shaanxi Liaoyuan Coal Mine
China,Xinjiang Bositan Coal Mine
China,Shandong Daizhuang Coal Mine
China,Henan Guanyintang Coal Mine
China,Henan Yushan Coal Mine
China,Heilongjiang Datonggou Coal Mine
China,Heilongjiang Yixing Coal Mine
China,Hebei Xingtai Coal Mine West Shaft
China,Inner Mongolia Ping'an Coal Mine
China,Hebei Yushugou Coal Mine
China,Hebei Hezhuang Coal Mine
China,Hebei Beizhang Coal Mine
China,Hebei Yuxi No. 1 Coal Mine
China,Hebei Xingsheng Coal Mine
China,Hebei Fengda Coal Mine
China,Hebei Sunzhuang Coal Mine
China,Hebei Niu'erzhuang Coal Mine
China,Shaanxi Nanqiao Coal Mine
China,Shaanxi Fushan Coal Mine
China,Sichuan Longba Coal Mine
China,Sichuan Longmenxianan Coal Mine
China,Sichuan Binlang Coal Mine
China,Sichuan Tieshannan Coal Mine
China,Sichuan Yimen Coal Mine
China,Sichuan Gantang Coal Mine No. 3 Shaft
China,Shanxi Langxing Coal Mine
China,Heilongjiang Donghui Coal Mine
USA,#1 Coal Mine (Ki-Coal)
USA,#1 Coal Mine
USA,Alma No. 1 Coal Mine
USA,Bear Branch 2 Mine
USA,Beech Mountain Coal Mine
USA,Black Eagle Coal Mine
USA,Black Oak Coal Mine
USA,Blackberry 1 Coal Mine
USA,Blackberry Coal Mine
USA,Bull Branch Mine
USA,CE#2 Underground Mine
USA,Coal Branch No. 1 Mine
USA,Conaway Creek Deep Mine
USA,Coon Cedar Grove Mine
USA,Coral-Graceton Coal Mine
USA,Cresson Coal Mine
USA,Crooked Creek Coal Mine
USA,Deer Run Mine
USA,Excel 5 Coal Mine
USA,Flying Eagle Mine
USA,Gentry 3 Coal Mine
USA,Grassy 1 Mine
USA,Horning Deep Mine
USA,JV 16 Coal Mine
USA,JV 17 Coal Mine
USA,Lowry Coal Mine
USA,Magnum 1 Mine
USA,Mettiki General Coal Mine
USA,Mine 4 Coal Mine
USA,Mine 5 Coal Mine
USA,Mine No. 2 (WV)
USA,Mine No. 3
USA,Mine No. 5 (Falcon)
USA,Mine No. 1 (VA)
USA,Mine No. 2 (VA)
USA,Mine No. 32
USA,No. 4 Mine (Trump)
USA,No. 1 Coal Mine
USA,No. 57 Coal Mine
USA,No. 1 Coal Mine (Coalton)
USA,No. 11 Mine
USA,No. 2 Coal Mine (Foresight)
USA,No. 2 Coal Mine (New Age Mining)
USA,No. 5 Mine
USA,No. 6 Mine
USA,No. 7 Coal Mine (AB&J)
USA,North Eagle Mine
USA,North Fork Coal Mine
USA,Oak Grove Mine
USA,P-14 Mine
USA,P-7 Pigeon Creek Mine
USA,Paw Paw 2 Coal Mine
USA,Penfield Coal Mine
USA,Phoenix Coal Mine
USA,Rane Deep Coal Mine
USA,Ranger Fuel No. 1 Coal Mine
USA,Road Fork 52 Mine
USA,Rustic Ridge 1 Mine
USA,Toms Creek North Coal Mine
USA,Toms Creek South Coal Mine
USA,Toms Fork Mine
USA,Winchester Peerless Rachel Mine
China,Inner Mongolia Khorchin Baolongshan Coal Mine
China,Henan Wuzhai Coal Mine
China,Shaanxi Fugu  Feimaliang Coal Mine
China,Shanxi Yangquan Yutai Caol Mine
China,Shanxi Liulin Chenjiawan Coal Mine
China,Henan Hebi No.10 Coal Mine
China,Henan Changhong Coal Mine
China,Anhuai Yangzhuang Coal Mine
China,Anhuai Wulonghu Coal Mine
China,Anhuai Baishan Coal Mine
China,Anhuai Liuqiao No. 1 Coal Mine
China,Anhuai Panyi Coal Mine
China,Anhui Haizi Coal Mine Big Shaft
China,Anhui Liudian Coal Mine
China,Anhui Daihe Coal Mine
China,Anhui Shuoli Coal Mine
China,Anhui Yuanzhuang Coal Mine
China,Henan Longmen Coal Mine
China,Liaoning Dayaogou Coal Mine
China,Liaoning Xiaolinghe Coal Mine
China,Hebei Xiandewang Coal Mine
China,Hebei Zhangcun Coal Mine No. 3 Shaft
China,Jiangxi Yangou Coal Mine
China,Jiangsu Litang Coal Mine
China,Hebei Julong Coal Mine
China,Hebei Beiyangzhuang Coal Mine
China,Hebei Xuandong Coal Mine
China,Hebei Linnancang Coal Mine
China,Hebei Guantai Coal Mine
China,Hebei Cuijiazhai Coal Mine
China,Hebei Xixizhuang Coal Mine
China,Hebei Tao'er Coal Mine
China,Hebei Xinsan Coal Mine
China,Shaanxi Xinyuan Coal Mine
Poland,LW Bogdanka Coal Mine
Poland,KWK Bzie-D?bina Coal Mine
Poland,KWK Piast-Ziemowit Coal Mine
Russia,Alardinskaya Coal Mine
Russia,Bolshevik Coal Mine
Russia,Butovskaya Coal Mine
Russia,"Chernihiv, Yuzhniy, Lutuginsky Coal Mine"
Russia,Denisovsky Central Coal Mine
Russia,Kirova Coal Mine
Russia,Kirova Coal Mine
Ukraine,Kirova Coal Mine
Russia,Listvyazhnaya Coal Mine
Russia,Mezhegeyugol Coal Mine
Russia,Mezhegeyugol Coal Mine
Russia,Olzherasskaya Novaya Coal Mine
Russia,Osinnikovskaya Coal Mine
Russia,Otvalny Yuzhny No.1 Glubokiy Coal Mine
Russia,Pervomayskaya Coal Mine
Russia,Raspadskaya Coal Mine
Russia,Raspadskaya Koksovaya Coal Mine
Russia,Shurapskaya Coal Mine
Russia,Sibirskaya Coal Mine
Russia,Tikhova Coal Mine
Russia,Tikhova Coal Mine
Russia,Ulug-Khem Coal Mine
Russia,Ulug-Khem Coal Mine
Russia,Usinsk-1 Coal Mine
Russia,Uskovskaya Coal Mine
Russia,Vorgashorskaya Coal Mine
Russia,Vorkutinskaya Coal Mine
Russia,Yalevsky Coal Mine
Russia,Yerunakovskaya-8 Coal Mine
Russia,Yesaulskaya Coal Mine
South Africa,Umzila Coal Mine
South Africa,Bosjesspruit Coal Mine
South Africa,Davel Coal Project
South Africa,Goedehoop Coal Mine
South Africa,Greenside Coal Mine
South Africa,Hendrina Coal Mine
South Africa,Impumelelo Coal Mine
South Africa,Gila Coal Mine
South Africa,Kriel Coal Mine
South Africa,Leslie 1 Coal Mine
South Africa,Matla Coal Mine
South Africa,Matla Coal Mine
South Africa,New Denmark Coal Mine
South Africa,Paardekop Coal Mine
South Africa,Shondoni Coal Mine
South Africa,Sterkfontein Coal Mine
South Africa,Syferfontein Coal Mine
South Africa,Twistdraai Thubelisha Coal Mine
South Africa,Zibulo Coal Mine
T�rkiye,Amasra Coal Mine
T�rkiye,Kozlu Coal Mine
T�rkiye,Uzulmez Coal Mine
Ukraine,Bazhanova Coal Mine
Ukraine,Bilorichenska Coal Mine
Ukraine,Krasnolymanska Coal Mine
Ukraine,Pokrovs'ke Coal Mine
Russia,Berezovskaya Coal Mine
Russia,Denisovsky Vostochny Coal Mine
Russia,Karagailinsky Coal Mine
Russia,Zarechnaya Coal Mine
Serbia,Ibarski Rudnici Coal Mine
United States,River View Henderson Portal 1
Vietnam,Mine at Khoai Chau II
Russia,Usinsky-3 Coal Mine
Australia,Talwood Coal Mine
Australia,Vermont East Coal Project
China,Yanzishan Coal Mine
Australia,Grosvenor West Coal Mine
Ukraine,Lubel Coal Mine
China,Dajing Mining Area No. 2 Mine
Australia,Teresa Coal Project
Australia,Spur Hill Coal Mine
South Africa,Magdalena Colliery
South Africa,Magdalena Colliery
South Africa,Magdalena Colliery
United States,Elk Creek Mine (WV)
United States,Elk Creek Mine (WV)
United States,Russell County Coal Mine
United States,Mine 1A Coal Mine
United States,D-30 Clover Fork Coal Mine
United States,D-28 Huff Creek Coal Mine
United States,Access Energy Coal Mine
United States,E4-2 Coal Mine
United States,Mine 15 Coal Mine
United States,Quecreek #1 Mine
United States,Muddy Bridge Coal Mine
United States,Washington Coal Mine
China,Yangcun Coal Mine
China,Wenjiaba No. 2 Coal Mine
China,Yilan No. 3 Coal Mine
China,Hebi No. 11 Coal Mine
China,Liliangdian Coal Mine
China,Madiliang Coal Mine
China,Wei'er Coal Mine
China,Qinggangping Coal Mine
China,Fugu Fenghua Coal Mine
China,Xiangshuihe Coal Mine
United States,Maple Eagle No. 1 Coal Mine
United States,D-6 North Fork Coal Mine
India,Maheshpur Coal Mine
India,Bhagabandh Coal Mine
India,Kharkharee Colliery
United States,Edm No. 1 Mine
United States,Mountaineer Pocahontas No. 1 Coal Mine
United States,D-21 Coal Mine
India,Jogidih Coal Mine
United States,D-11 Panther Coal Mine
United States,Mine No. 2
United States,Mine 28 Coal Mine
United States,D-7 Osaka Coal Mine
United States,Mine No. 5 (May Coal)
United States,No. 4 Coal Mine
United States,Caretta #3 Coal Mine
United States,Maple Springs Coal Mine
United States,Sewell Mine B Coal Mine
United States,Carbon Hill Mine
United States,Parkwood Coal Mine
United States,Slip Ridge Cedar Grove Mine
United States,Kocjancic Coal Mine
United States,Maxine-Pratt Coal Mine
United States,Heilwood Coal Mine
United States,Knob Creek Coal Mine
United States,D-29 Darby Fork Coal Mine
United States,Wyoming No 2 Coal Mine
United States,Hernshaw Coal Mine
India,Tandsi Coal Mine
United States,Dutch Run Coal Mine
United States,Hopedale Coal Mine
United States,Gateway Eagle Coal Mine
United States,Tilley Coal Mine
United States,Harmony Coal Mine
United States,Redhawk #1 Coal Mine
United States,Horse Creek Eagle Coal Mine
United States,D-2 Beechfork Coal Mine
United States,Michael Powellton Deep Mine
United States,Brushy Eagle Coal Mine
United States,Putney Darby Mine #1
United States,CVB No. 1 Coal Mine
United States,Buffalo Deep Mine
United States,No. 77 Coal Mine
United States,Eagle #3 Coal Mine
United States,Panther Eagle Coal Mine
United States,Calvary No 81 Coal Mine
United States,No. 2 Gas Coal Mine
United States,Mine No. 43
United States,Sewell Mine R Coal Mine
United States,Mine No. 39
United States,Vail Coal Mine
United States,Acosta Deep Coal Mine
United States,Barrett Coal Mine
United States,Kingston No. 2 Coal Mine
Ukraine,Kalinin Coal Mine
United States,Emery Coal Mine
United States,Deep Mine 44 Coal Mine
United States,Casselman Coal Mine
United States,Morgan Camp Mine
India,Moonidih Coal Mine
India,Moonidih Coal Mine
China,Huoshaopu Yinhe Well Area Coal Mine
China,Shitai Coal Mine
Ukraine,Almaznaya Coal Mine
United States,Berwind Coal Mine
China,Dayan No. 3 Coal Mine
China,Duolun Coal Mine
China,Fengshuigou Coal Mine
China,Laogongyingzi Coal Mine
China,Liangjia Coal Mine
China,Liujia Coal Mine
China,Puhe Coal Mine
China,Heilongjiang Xinfa Coal Mine
China,Guangxi Baise Zhoujing Coal Mine
China,Heilongjiang Heihe Xingbian Coal Mine
China,Jilin Liangshui Coal Mine No. 1 Shaft
China,Sichuan Meijiaping Coal
China,Guangxi Baoqun Coal Mine
China,Guangxi Tangnei Coal Mine
China,Chongqing Fengchun Coal Mine
China,Chongqing Yuyang Coal Mine
China,Chongqing Sanhui No.2 Coal Mine
China,Chongqing Yanjing No.1 Coal Mine
China,Shaanxi Tongchuan Baishiya Coal Mine
China,Shaanxi Yulin Xinyuan Coal Mine
China,Xinjiang Wusu Sikeshu Coal Mine No. 7 Shaft
North Korea,Cheongnam Coal Mine
North Korea,Saebyol Coal Mining Complex
Slovenia,Velenje Coal Mine
T�rkiye,Afyon Uluk�y Coal Mine
T�rkiye,Amasra B Coal Mine
T�rkiye,I?dekuzu Coal Mine
T�rkiye,Kinik Coal Mine
Nigeria,Maiganga Coal Mine
Serbia,Lubnica Coal Mine
China,Agentala Mine of Shaogen Coal Mine
North Korea,Hwapung Coal Mine
India,Madhaipur
India,Bansra
India,Bahula
India,Bankola
India,Khas Kajora
India,Central Kajora
India,Satgram Project
India,Sodepur
India,Rehar
India,Gayatri
India,Haldibari
India,Jhilimili
India,Balgi
India,Singhali
India,Bagdeva
India,HURRA 'C'
India,Tasra (CAPTIVE)
India,Chasnala (CAPTIVE)
India,HARIAJAM
India,SHAYAMPUR-B�
India,KHOODIA
India,BARMURI
India,NIRSHA
India,JOGIDIH�
India,MAHESHPUR
India,MUUDIDIH
India,"P, B. PROJECT"
India,BASTACOLLA
India,COLLIERY
India,MURAIDIH
India,AMALGAMTED BLOCK-IV GOVINDPUR
India,NICHITPUR
India,KANKANEE
India,E. BASSURIYA
India,COLLIERY
India,KENDUADIH
India,AMALGAMATEO N.T.S.T. JEENAGORA
India,AMALGAMATEO SUDAMDIH. PATHERDIH COLLIERY
India,AGKCC
India,NEW AKASH KINAREE COLLY
India,AMALGAMATED KESHALPUR
India,(AKWMC)
India,NEW GODHUR. KUSUNDA
India,GONDUDIH KHAS KUSUNDU
India,GOPALICHUCK
India,BHOWRA(SOUTH) COLLIERY
India,BHURKUNDA UG
India,SAUNDA
India,SIRKA
India,ARA
India,PUNDI
India,TOPA
India,KEDLA UG
India,KEDLA OC
India,JHARKHAND
India,West Bokaro (CAPTIVE)
India,URIMARI
India,GIDI 'A'
India,RELIGARA
India,TAPIN SOUTH�
India,Dumri Coal mine (CAPTIVE)
India,GOVINDPUR
India,DHORI KHAS
India,JARANGDIH
India,BOKARO
India,KARGALI
India,A A D OCM
India,TARMI
India,GIRIDIH
India,DAKRA
India,ROHINI
India,PIPARWAR
India,MAHAKALI
India,D. RAYATWARI
India,MANNA INCLINE
India,"HLC NO,1"
India,PADMAPUR DEEP
India,BHATADI EXPANSION
India,BALLARPUR UG
India,SASTI  UG
India,GOURI EXPANSION
India,GOURI DEEP
India,PAONI
India,PAONI-Il
India,DHURWASA
India,NAVIN KUNADA (A)
India,NILJAI DEEP
India,UKNI DEEP
India,KOLARPIMPRI
India,GHONSA
India,JUNAD
India,Marki Mangli I (CAPTIVE)
India,SILEWARA Colliery
India,SAONER-I
India,SAONER.II
India,KAMPTEE DEEP
India,AMALGAMATED GONOEGAON
India,GHATROHANA
India,INDER UG to OC
India,DIVERSION PHASE - IV)
India,MAKARDHOKRA.I
India,AMELIA NORTH MINE
India,JAYANT
India,NIGAHI
India,Mohar & Moher-Amlori Extension Coal Mine
India,CHHATARPUR.II
India,SARNI
India,TAWA-II
Australia,Angus Place Coal Mine
Australia,Angus Place Coal Mine
Poland,KWK Staszic-Wujek Coal Mine
Poland,KWK ROW Coal Mine
Poland,KWK Ruda Coal Mine
Russia,Baykaimskaya Coal Mine
Russia,New November 7th Coal Mine
Russia,Ruban Coal Mine
Russia,Taldinskaya-Zapadnaya Coal Mine No. 1
Russia,Taldinskaya-Zapadnaya Coal Mine No. 2
Indonesia,GCM Coal Mine
Indonesia,KIM Coal Mine
Poland,Jan Karski Coal Mine
Russia,Inskoy Coal Mine
Russia,Olzherasskaya Gluboky Coal Mine
Serbia,Bogovina Coal Mine
Serbia,Jasenovac Coal Mine
Serbia,Poljana Coal Mine
Serbia,Rembas Coal Mine
Serbia,Stavalj Coal Mine
Serbia,Stavalj Coal Mine
South Africa,Lefa Coal Mine
Australia,Columboola Project
Australia,Togara North Coal Project
Australia,Alpha West Coal Project
Russia,Aleksievskaya Coal Mine
Nigeria,Owukpa Coal Mine
Mongolia,Saikhan-Ovoo Coal Mine
India,Hesagara Coal Mine
India,Nandan II Coal Mine
India,Waghoda Coal Mine
India,Deulbera Coal Mine
India,IK OC Coal Mine
India,Mudidih Coal Mine
India,Urimari Underground Coal Mine
India,Sarubera Coal Mine
India,Ningah Coal Mine
India,Sodepur Coal Mine
India,P. B. UG Coal Mine
India,Kumardhubi Coal Mine
India,Bejdih Coal Mine
India,Chapuikhas Colliery
India,Patmohana Coal Mine
Mexico,Santa Barbara Coal Mine
India,Maohusudanpur 7 Pit & Incline Coal Mine
India,Methani Coal Mine
India,Dhemonmain Coal Mine
India,CL Jambad Coal Mine
India,Hariajam Coal Mine
India,Chinakuri III Coal Mine
India,Narsamunda Coal Mine
India,Parbelia Coal Mine
India,Piparia Coal Mine
India,Patansaongi Coal Mine
India,Central Kajora Coal Mine
India,Satgram Coal Mine
India,Lower Kenda Coal Mine
India,Khandra Coal Mine
India,Kumda 7&8 Coal Mine
India,Lakhimata Coal Mine
India,Chhatarpur-II Coal Mine
India,Nandgaon Incline Coal Mine
India,Mahakali Coal Mine
India,Manoerboni & South Samlaamalgateo Coal Mine
India,Nandira Coal Mine
India,Kumardihi A Coal Mine
India,Kalidaspur Coal Mine
India,Manna Incline Coal Mine
India,Dhori- Khas Coal Mine
India,Ballarpur UG Coal Mine
India,Mahadevpuri Coal Mine
India,Sasti UG Coal Mine
India,Kunustoria Coal Mine
India,Ravindrakhani 1A Coal Mine
India,Silewara Colliery
India,Sarni Coal Mine
India,Pali Coal Mine
India,Chora UG Coal Mine
India,KK 5 Inc Coal Mine
India,Tilaboni Coal Mine
India,Bartunga Hill Coal Mine
India,D. Rayatwari Coal Mine
India,Khas Kajora Coal Mine
India,Rajur-Bhandewada Coal Mine
India,PVK-5 Coal Mine
India,IK 1A Coal Mine
India,Gayatri Coal Mine
India,Belgaon Coal Mine
India,Shiwani Coal Mine
India,Naheriya Coal Mine
India,Nimcha Coal Mine
India,Kottadih Coal Mine
India,Chhatarpur-I Coal Mine
India,Madhaipur Coal Mine
India,Madhabpur Coal Mine
India,Hirakhand Bundia Incline Mine
India,Bonjemehari Coal Mine
India,Churi Coal Mine
China,Guizhou Yunding Coal Mine
China,Guizhou Qianshan Coal Mine
China,Guizhou Xingshun Coal Mine
China,Guizhou Xingli Coal Mine
China,Guizhou Xingmin Coal Mine
China,Guizhou Hongfa Coal Mine
China,Guizhou Buzhe Coal Mine
China,Guizhou Jialong Coal Mine
China,Guizhou Benxiaokang Coal Mine
USA,Mahanoy Site Mine
South Africa,Nkomati Anthracite Mine
China,Shaanxi Shenmu Shuojiawan Coal Mine
China,Shaanxi Shenmu Runbang Coal Mine
China,Xinjiang Malang No. 1 Coal Mine
China,Guizhou Hongsong Coal Mine
China,Guizhou Laohutian Coal Mine
China,Guizhou Motian Coal Mine
USA,Balkan Coal Mine
USA,Calera Coal Mine
Indonesia,PTBA Coal Mines
Mongolia,Ovoot Coking Project
Russia,Amaam Coal Mine
South Africa,Katlego Operations
South Africa,Greater Soutpansberg Coal Project
South Africa,Impunzi Complex
South Africa,Khutala Coal Mine
South Africa,Koornfontein Coal Mine
South Africa,Optimum Coal Mine
South Africa,Tweefontein Coal Mine
South Africa,Welgemeend Coal Mine
South Africa,Weltevreden Project
South Africa,Zibulo Coal Mine
Russia,Lokuchakitsky Coal Mine
South Africa,Arnot Coal Mine
Canada,Carbon Creek
Mexico,Micare Coal Mine
Australia,Bylong Coal Project
China,Sheltala Surface Coal Mine
Australia,South Galilee Coal Project
India,New Akashkinaree Coal Mine
India,Bhowrah (South) Coal Mine
Australia,Millennium Coal Mine
Laos,Houaphanh Coal Mine
North Macedonia,Zivojno Coal Mine
Thailand,Mae Moh Coal Mine
T�rkiye,Aegean Lignite Coal Mines
T�rkiye,Af?in-Elbistan Coal Mines
T�rkiye,Af?in-Elbistan Coal Mines
T�rkiye,Eski �eltek Coal Mine
T�rkiye,Omerler Coal Mine
India,Durgapur II
India,TELWASA
India,SINGHORI
South Africa,Belfast Coal Mine
South Africa,Boschkrans Coal Mine
South Africa,Gugulethu Coal Project
South Africa,Kranspan Coal Project
South Africa,New Clydesdale Colliery
South Africa,Savmore-Maquasa Coal Mine
South Africa,Savmore-Maquasa Coal Mine
South Africa,Springboklaagte Coal Mine
South Africa,Thabametsi Coal Mine
South Africa,Vanggatfontein Coal Mine
South Africa,Welstand Coal Mine
South Africa,Thuso Coal Project
South Africa,Zimpande Coal Mine
Indonesia,FBS Coal Mine
South Africa,Kangra Coal Mine
Tajikistan,Ziddi Coal Mine
Australia,Taroborah Coal Project
Australia,Kevin's Corner Coal Mine
Australia,China Stone Coal Mine
India,Gare Palma IV 2 & 3 Coal Mine
India,Saunda-D Coal Mine
India,Khoodia Coal Mine
India,Siduli Coal Mine
India,New Kenda Coal Mine
India,Chapapur II Coal Mine
India,Nakrakonda Coal Mine
India,Ghorawari No. 1 Coal Mine
India,Shankarpur Coal Mine
India,Mohan Coal Mine
India,Tetulmari Coal Mine
